KOfam	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Ia.1.I	p_Ib.1	p_Ia.4.II	p_Ia.4.RS39	p_Ia.4.1483	p_Ia.3.V	p_Ia.3.IV	p_Ia.3.III	p_Ia.3.I	p_Ia.3.II	p_Ia.3.VI	N_Ia.1.I	N_Ib.1	N_Ia.4.II	N_Ia.4.RS39	N_Ia.4.1483	N_Ia.3.V	N_Ia.3.IV	N_Ia.3.III	N_Ia.3.I	N_Ia.3.II	N_Ia.3.VI
ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	0.9679692485254011	0.9998517981840556	1	Ia.3.VI	K03892	GC_00007452	0	0	0	0	0	0	0	0	0	0	0.0213	7	2	7	4	1	8	2	5	3	6	47
type III restriction enzyme [EC:3.1.21.5]	0.9679692485254011	0.9998517981840556	1	Ia.3.VI	K01156	GC_00004441	0	0	0	0	0	0	0	0	0	0	0.0213	7	2	7	4	1	8	2	5	3	6	47
UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-]	0.9679692485254011	0.9998517981840556	1	Ia.3.VI	K02473	GC_00004493	0	0	0	0	0	0	0	0	0	0	0.0213	7	2	7	4	1	8	2	5	3	6	47
mercuric reductase [EC:1.16.1.1]	0.9679692485254011	0.9998517981840556	1	Ia.3.VI	K00520	GC_00006781	0	0	0	0	0	0	0	0	0	0	0.0213	7	2	7	4	1	8	2	5	3	6	47
itaconyl-CoA hydratase [EC:4.2.1.56]	0.9679692485254011	0.9998517981840556	1	Ia.3.VI	K18290	GC_00005438	0	0	0	0	0	0	0	0	0	0	0.0213	7	2	7	4	1	8	2	5	3	6	47
dUTP diphosphatase [EC:3.6.1.23]	0	1	1	NA	K01520	GC_00000387	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	0	1	1	NA	K06179	GC_00000615	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
sulfur dioxygenase [EC:1.13.11.18]	0	1	1	NA	K17725	GC_00000453	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
inhibitor of KinA	0	1	1	NA	K06351	GC_00000062	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	0	1	1	NA	K07638	GC_00000731	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	0	1	1	NA	K00215	GC_00000134	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
pteridine reductase [EC:1.5.1.33]	0	1	1	NA	K03793	GC_00000606	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
dCTP deaminase [EC:3.5.4.13]	0	1	1	NA	K01494	GC_00000200	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
queuine tRNA-ribosyltransferase [EC:2.4.2.29]	0	1	1	NA	K00773	GC_00000747	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]	0	1	1	NA	K21029	GC_00000135	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	0	1	1	NA	K03657	GC_00000109	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
modulator of FtsH protease HflC	0	1	1	NA	K04087	GC_00000332	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	0	1	1	NA	K02501	GC_00000784, GC_00003160, GC_00003488, GC_00004485, GC_00004869, GC_00005098, GC_00005238, GC_00005431, GC_00005528, GC_00005632, GC_00005890, GC_00005928, GC_00005959, GC_00006102, GC_00006965, GC_00007198, GC_00007793, GC_00007966, GC_00008006	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
oligopeptidase B [EC:3.4.21.83]	0	1	1	NA	K01354	GC_00000695	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
small subunit ribosomal protein S3	0	1	1	NA	K02982	GC_00000167	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1]	0	1	1	NA	K15987	GC_00000430	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L7/L12	0	1	1	NA	K02935	GC_00000217	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	0	1	1	NA	K06180	GC_00000460	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
replicative DNA helicase [EC:5.6.2.3]	0	1	1	NA	K02314	GC_00000801	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
exodeoxyribonuclease III [EC:3.1.11.2]	0	1	1	NA	K01142	GC_00000375	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
cytochrome c	0	1	1	NA	K08738	GC_00000648	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	0	1	1	NA	K01082	GC_00000649	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L16	0	1	1	NA	K02878	GC_00000155	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	0	1	1	NA	K01591	GC_00001186, GC_00001416, GC_00002250	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	0	1	1	NA	K07056	GC_00000121	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	0	1	1	NA	K00641	GC_00000785, GC_00002238	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
sugar fermentation stimulation protein A	0	1	1	NA	K06206	GC_00000645	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4]	0	1	1	NA	K14584	GC_00000916, GC_00001609	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
heme o synthase [EC:2.5.1.141]	0	1	1	NA	K02257	GC_00000495	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
electron transfer flavoprotein alpha subunit	0	1	1	NA	K03522	GC_00000792	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
dGTPase [EC:3.1.5.1]	0	1	1	NA	K01129	GC_00000106	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
malate permease and related proteins	0	1	1	NA	K24180	GC_00000623	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
valyl-tRNA synthetase [EC:6.1.1.9]	0	1	1	NA	K01873	GC_00000644	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
histidinol dehydrogenase [EC:1.1.1.23]	0	1	1	NA	K00013	GC_00000617	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	0	1	1	NA	K01955	GC_00000750	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
multidrug resistance protein, MATE family	0	1	1	NA	K03327	GC_00001083, GC_00001207, GC_00001366	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
biopolymer transport protein TolQ	0	1	1	NA	K03562	GC_00000472	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
putative spermidine/putrescine transport system substrate-binding protein	0	1	1	NA	K02055	GC_00000757	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phosphate acyltransferase [EC:2.3.1.274]	0	1	1	NA	K03621	GC_00000509	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
peptide chain release factor 2	0	1	1	NA	K02836	GC_00000651	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
acetyl-CoA carboxylase biotin carboxyl carrier protein	0	1	1	NA	K02160	GC_00000447	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	0	1	1	NA	K02435	GC_00000197	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
guanylate kinase [EC:2.7.4.8]	0	1	1	NA	K00942	GC_00000556	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
Na+:H+ antiporter, NhaA family	0	1	1	NA	K03313	GC_00000739	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
methylisocitrate lyase [EC:4.1.3.30]	0	1	1	NA	K03417	GC_00000733	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
serine O-acetyltransferase [EC:2.3.1.30]	0	1	1	NA	K00640	GC_00000280, GC_00004654	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	0	1	1	NA	K17103	GC_00000057	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]	0	1	1	NA	K00304	GC_00000076, GC_00000271	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
preprotein translocase subunit SecF	0	1	1	NA	K03074	GC_00000429	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	0	1	1	NA	K04075	GC_00000979, GC_00002249, GC_00003557	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]	0	1	1	NA	K23269	GC_00000572	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
octopine/nopaline transport system substrate-binding protein	0	1	1	NA	K10018	GC_00000090	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	0	1	1	NA	K22074	GC_00000508	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
GcrA cell cycle regulator	0	1	1	NA	K13583	GC_00000402, GC_00005971	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
carboxyl-terminal processing protease [EC:3.4.21.102]	0	1	1	NA	K03797	GC_00000672	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
serine protease Do [EC:3.4.21.107]	0	1	1	NA	K04771	GC_00000136	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]	0	1	1	NA	K03852	GC_00000723	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
FMN-dependent NADH-azoreductase [EC:1.7.1.17]	0	1	1	NA	K01118	GC_00000279	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
dihydroorotate dehydrogenase [EC:1.3.5.2]	0	1	1	NA	K00254	GC_00000448	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]	0	1	1	NA	K07160	GC_00000071	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
uroporphyrinogen decarboxylase [EC:4.1.1.37]	0	1	1	NA	K01599	GC_00000595	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	0	1	1	NA	K00133	GC_00000800	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
isocitrate dehydrogenase [EC:1.1.1.42]	0	1	1	NA	K00031	GC_00000043	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
UPF0176 protein	0	1	1	NA	K07146	GC_00000111	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
surfeit locus 1 family protein	0	1	1	NA	K14998	GC_00000624	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	0	1	1	NA	K01962	GC_00000602	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
branched-chain amino acid transport system ATP-binding protein	0	1	1	NA	K01996	GC_00000321, GC_00000384, GC_00000961, GC_00000962, GC_00001332, GC_00001333, GC_00002762, GC_00002897	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
homoserine dehydrogenase [EC:1.1.1.3]	0	1	1	NA	K00003	GC_00000741	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L24	0	1	1	NA	K02895	GC_00000171	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
enoyl-CoA hydratase [EC:4.2.1.17]	0	1	1	NA	K01692	GC_00000562, GC_00001800, GC_00002771, GC_00007702	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	0	1	1	NA	K00341	GC_00000560	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
TRAP-type transport system periplasmic protein	0	1	1	NA	K21395	GC_00000073, GC_00000813, GC_00001196, GC_00001242, GC_00001429, GC_00001506, GC_00001560, GC_00001695, GC_00001782, GC_00001937, GC_00002127, GC_00002278, GC_00002399, GC_00002730, GC_00007029, GC_00008105	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	0	1	1	NA	K01439	GC_00000142	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
chromosome segregation protein	0	1	1	NA	K03529	GC_00000567	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
iron-sulfur cluster assembly protein	0	1	1	NA	K13628	GC_00000188	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
S-adenosylmethionine uptake transporter	0	1	1	NA	K15270	GC_00000438, GC_00000611, GC_00001055, GC_00001181, GC_00001198, GC_00001268, GC_00001308, GC_00001315, GC_00002269	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
small subunit ribosomal protein S14	0	1	1	NA	K02954	GC_00000177	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
probable rRNA maturation factor	0	1	1	NA	K07042	GC_00000917, GC_00003439	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
Fe-S cluster assembly protein SufB	0	1	1	NA	K09014	GC_00000360	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
15-cis-phytoene synthase [EC:2.5.1.32]	0	1	1	NA	K02291	GC_00000831, GC_00007977	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	0	1	1	NA	K00974	GC_00000711	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
beta-alanine--pyruvate transaminase [EC:2.6.1.18]	0	1	1	NA	K00822	GC_00000252	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
cytochrome c oxidase assembly protein subunit 11	0	1	1	NA	K02258	GC_00000218	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
taurine transport system ATP-binding protein [EC:7.6.2.7]	0	1	1	NA	K10831	GC_00000296	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
nucleoid-associated protein EbfC	0	1	1	NA	K09747	GC_00000265	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phosphoglycerate kinase [EC:2.7.2.3]	0	1	1	NA	K00927	GC_00000492	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
long-chain acyl-CoA synthetase [EC:6.2.1.3]	0	1	1	NA	K01897	GC_00000008	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
F-type H+-transporting ATPase subunit delta	0	1	1	NA	K02113	GC_00000355	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
2-isopropylmalate synthase [EC:2.3.3.13]	0	1	1	NA	K01649	GC_00000056, GC_00000634	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
glucose-6-phosphate isomerase [EC:5.3.1.9]	0	1	1	NA	K01810	GC_00000681	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
shikimate kinase [EC:2.7.1.71]	0	1	1	NA	K00891	GC_00000364	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
malate dehydrogenase [EC:1.1.1.37]	0	1	1	NA	K00024	GC_00000287	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
preprotein translocase subunit SecD	0	1	1	NA	K03072	GC_00000446	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
DNA gyrase subunit A [EC:5.6.2.2]	0	1	1	NA	K02469	GC_00000589	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
adenylylsulfate reductase, subunit B [EC:1.8.99.2]	0	1	1	NA	K00395	GC_00000202	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
tRNA dimethylallyltransferase [EC:2.5.1.75]	0	1	1	NA	K00791	GC_00000765	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
tRNA/rRNA methyltransferase [EC:2.1.1.-]	0	1	1	NA	K02533	GC_00000522	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	0	1	1	NA	K01056	GC_00000347	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	0	1	1	NA	K06134	GC_00000233	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
molecular chaperone GrpE	0	1	1	NA	K03687	GC_00000139	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	0	1	1	NA	K03976	GC_00000571	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	0	1	1	NA	K00554	GC_00000421	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
lipid-A-disaccharide synthase [EC:2.4.1.182]	0	1	1	NA	K00748	GC_00000515	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
RNA polymerase primary sigma factor	0	1	1	NA	K03086	GC_00000594	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	0	1	1	NA	K00029	GC_00000129	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
cysteine/O-acetylserine efflux protein	0	1	1	NA	K11249	GC_00000294, GC_00001343	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
release factor glutamine methyltransferase [EC:2.1.1.297]	0	1	1	NA	K02493	GC_00000843, GC_00004018	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
tyrosyl-tRNA synthetase [EC:6.1.1.1]	0	1	1	NA	K01866	GC_00000756	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
preprotein translocase subunit SecA [EC:7.4.2.8]	0	1	1	NA	K03070	GC_00000563	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
uncharacterized protein	0	1	1	NA	K09701	GC_00000095, GC_00000144, GC_00000258, GC_00000353, GC_00000366, GC_00000371, GC_00000391, GC_00000403, GC_00000667, GC_00000694, GC_00000783, GC_00000803, GC_00000824, GC_00000827, GC_00000861, GC_00000885, GC_00000890, GC_00000922, GC_00000924, GC_00000953, GC_00001008, GC_00001010, GC_00001021, GC_00001095, GC_00001119, GC_00001123, GC_00001141, GC_00001206, GC_00001246, GC_00001275, GC_00001443, GC_00001522, GC_00001540, GC_00001572, GC_00001590, GC_00001627, GC_00001909, GC_00002110, GC_00002293, GC_00002490, GC_00002722, GC_00002848, GC_00002936, GC_00003087, GC_00003532, GC_00003588, GC_00003637, GC_00003824, GC_00003868, GC_00004252, GC_00004854, GC_00005207, GC_00005280, GC_00005942, GC_00006159, GC_00006296, GC_00006498, GC_00006923, GC_00007088, GC_00008077	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
histidine triad (HIT) family protein	0	1	1	NA	K02503	GC_00000019, GC_00000685, GC_00002753	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
trigger factor	0	1	1	NA	K03545	GC_00000578	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L18	0	1	1	NA	K02881	GC_00000291	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
tRNA-modifying protein YgfZ	0	1	1	NA	K06980	GC_00000108	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
glutamate synthase (NADPH) large chain [EC:1.4.1.13]	0	1	1	NA	K00265	GC_00000126	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	0	1	1	NA	K03040	GC_00000211, GC_00002060, GC_00002746, GC_00007255	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
Fe-S cluster assembly ATP-binding protein	0	1	1	NA	K09013	GC_00000237	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0	1	1	NA	K00140	GC_00000328	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
leucyl-tRNA synthetase [EC:6.1.1.4]	0	1	1	NA	K01869	GC_00000067	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ribonuclease P protein component [EC:3.1.26.5]	0	1	1	NA	K03536	GC_00000260	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ribosome-binding ATPase	0	1	1	NA	K06942	GC_00000628	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
anthranilate synthase component I [EC:4.1.3.27]	0	1	1	NA	K01657	GC_00000140	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L21	0	1	1	NA	K02888	GC_00000356	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
homoserine kinase type II [EC:2.7.1.39]	0	1	1	NA	K02204	GC_00000859, GC_00006121	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
glutaredoxin 3	0	1	1	NA	K03676	GC_00000203	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	0	1	1	NA	K00948	GC_00000277	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	0	1	1	NA	K03179	GC_00000601	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L10	0	1	1	NA	K02864	GC_00000256	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	0	1	1	NA	K00574	GC_00000143, GC_00000710	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	0	1	1	NA	K01961	GC_00000319	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
3-dehydroquinate dehydratase II [EC:4.2.1.10]	0	1	1	NA	K03786	GC_00000357	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
DNA topoisomerase I [EC:5.6.2.1]	0	1	1	NA	K03168	GC_00000579	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
acyl carrier protein	0	1	1	NA	K02078	GC_00000149, GC_00003143, GC_00006077, GC_00007677	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
membrane dipeptidase [EC:3.4.13.19]	0	1	1	NA	K01273	GC_00000538	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]	0	1	1	NA	K00605	GC_00000069, GC_00000954, GC_00002805	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ectoine hydrolase [EC:3.5.4.44]	0	1	1	NA	K15783	GC_00000619, GC_00008107	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
